STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT11,WT13,WT16,WT18,WT19,WT22
USW00024257,"REDDING AIRPORT, CA US",11/13/12,2.68,,,0,,,,57,40,360,10,,8.9,14.1,,,,,,,1,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/14/12,3.58,,,0,,,,72,42,20,50,,8.9,12.1,,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",11/15/12,1.12,,,0,,,,63,39,20,30,,6.9,8.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",11/16/12,1.79,,,0.28,,,,57,46,50,40,,8.1,8.9,,,,,,,1,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/17/12,5.14,,,2.4,,,,58,44,170,170,,32,40,,,1,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/18/12,2.24,,,0.02,,,,52,39,200,200,,12.1,15,1,1,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/19/12,10.07,,,0.01,,,,59,48,160,170,,28,36.9,1,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/20/12,26.4,,,0.49,,,,59,53,170,160,,40.9,51.9,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/21/12,10.74,,,1.27,,,,63,43,170,170,,34.9,44.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/22/12,4.92,,,0,,,,66,40,10,10,,14.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",11/23/12,1.79,,,0,,,,68,37,330,320,,6.9,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",11/24/12,0.89,,,0,,,,67,36,20,320,,6,6.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",11/25/12,1.79,,,0,,,,71,40,360,10,,8.9,13,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",11/26/12,0.45,,,0,,,,66,37,10,240,,6,8.1,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",11/27/12,0.67,,,0,,,,58,39,30,190,,4.9,6.9,,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",11/28/12,9.17,,,0.86,,,,56,41,180,180,,25.1,34.9,,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/29/12,27.07,,,1.01,,,,58,54,170,160,,42.9,61.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",11/30/12,24.38,,,0.3,,,,61,56,180,170,,40,51,1,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/1/12,26.62,,,0.35,,,,60,55,170,180,,40.9,55,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/2/12,11.86,,,1.13,,,,61,42,170,170,,49,66,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/3/12,1.34,,,0.02,,,,58,39,300,300,,6.9,8.9,1,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/4/12,2.24,,,1.2,,,,52,49,210,190,,8.1,10.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/5/12,1.34,,,0.32,,,,56,49,10,20,,6.9,8.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/6/12,4.7,,,0,,,,61,44,320,320,,8.9,14.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/7/12,3.8,,,0,,,,61,40,340,350,,8.9,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/8/12,6.71,,,0,,,,61,35,360,350,,15,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/9/12,12.08,,,0,,,,64,46,10,10,,25.1,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/10/12,8.5,,,0,,,,71,45,350,340,,17,25.9,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/11/12,1.57,,,0.1,,,,50,35,10,360,,6.9,8.1,,,,,,,1,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/12/12,2.46,,,0,,,,53,35,30,40,,19.9,23,1,,,,,,1,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",12/13/12,5.14,,,0,,,,54,30,10,20,,17.9,21.9,1,1,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",12/14/12,0.67,,,0,,,,48,30,350,350,,6,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/15/12,1.12,,,0.44,,,,35,27,10,50,,6.9,6.9,1,,,,,,,,,1,1,1,,
USW00024257,"REDDING AIRPORT, CA US",12/16/12,7.61,,,0.73,,,,48,35,190,180,,28,38,1,,,,,,,,,1,1,,1,
USW00024257,"REDDING AIRPORT, CA US",12/17/12,8.72,,,0.13,,,,58,35,190,200,,25.1,31.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/18/12,4.7,,,0,,,,51,29,10,360,,14.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/19/12,1.12,,,0,,,,43,25,130,130,,8.1,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/20/12,7.83,,,0.37,,,,46,38,180,200,,25.9,33.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/21/12,3.8,,,1.93,,,,40,32,290,290,,12.1,15,1,,,,,,,,,1,1,1,,
USW00024257,"REDDING AIRPORT, CA US",12/22/12,10.29,,,0.97,,,,52,38,180,170,,25.9,33.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/23/12,13.65,,,1.18,,,,51,39,170,170,,40.9,55,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/24/12,2.91,,,0,,,,53,32,360,20,,8.9,13,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",12/25/12,3.13,,,0.8,,,,41,36,360,10,,10.1,12.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/26/12,0.67,,,0.23,,,,47,31,290,50,,6,8.9,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/27/12,4.03,,,0,,,,53,29,10,10,,15,17,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",12/28/12,2.24,,,0.14,,,,40,29,350,350,,8.1,10.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",12/29/12,3.36,,,0,,,,52,32,20,20,,8.9,16.1,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",12/30/12,11.41,,,0,,,,52,36,20,20,,25.9,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",12/31/12,4.03,,,0,,,,51,29,10,20,,15,17.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/1/13,7.16,,,0,,,,56,25,20,20,,21.9,25.9,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",1/2/13,1.79,,,0,,,,58,26,140,340,,8.1,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/3/13,0.67,,,0,,,,54,24,30,30,,6,6.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/4/13,1.12,,,0,,,,56,27,140,150,,6.9,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/5/13,1.79,,,0.06,,,,45,30,130,300,,10.1,15,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/6/13,3.58,,,0,,,,57,39,310,310,,8.9,14.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/7/13,2.46,,,0,,,,61,38,360,10,,8.1,10.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/8/13,2.46,,,0,,,,59,36,170,170,,8.9,10.1,,1,,,,,1,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",1/9/13,2.91,,,0.07,,,,45,34,310,310,,10.1,15,,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/10/13,2.01,,,0,,,,48,26,290,300,,10.1,16.1,,1,,,,,,,,1,,,,1
USW00024257,"REDDING AIRPORT, CA US",1/11/13,2.91,,,0,,,,46,25,360,350,,10.1,12.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/12/13,6.71,,,0,,,,48,25,10,330,,17,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/13/13,15.21,,,0,,,,47,34,20,10,,28,34.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/14/13,10.51,,,0,,,,54,33,10,10,,23.9,30,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/15/13,0.89,,,0,,,,59,25,100,360,,8.9,14.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/16/13,5.82,,,0,,,,71,27,10,20,,21.9,25.9,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/17/13,6.49,,,0,,,,71,28,10,10,,23,25.9,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/18/13,0.89,,,0,,,,69,25,330,330,,6.9,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/19/13,0.67,,,0,,,,69,27,320,330,,6,6.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/20/13,2.91,,,0,,,,69,27,10,10,,15,17.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/21/13,2.24,,,0,,,,67,27,140,140,,8.9,10.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/22/13,0.67,,,0,,,,61,27,90,80,,6,6.9,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/23/13,1.12,,,0.77,,,,51,34,80,80,,8.1,8.9,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/24/13,3.13,,,0.03,,,,59,46,10,20,,8.9,12.1,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/25/13,0.89,,,0,,,,57,45,310,310,,6,8.1,1,1,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",1/26/13,4.03,,,0,,,,59,44,310,310,,12.1,17.9,1,1,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",1/27/13,3.8,,,0,,,,56,36,260,320,,8.9,14.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/28/13,1.34,,,0,,,,57,35,20,280,,8.9,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/29/13,3.36,,,0,,,,62,33,330,350,,8.9,16.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/30/13,8.05,,,0,,,,70,42,10,340,,23,29.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",1/31/13,0.89,,,0,,,,64,31,80,70,,6,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/1/13,0.22,,,0,,,,68,30,170,170,,6,8.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/2/13,0.45,,,0,,,,66,33,150,330,,6.9,8.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/3/13,0.45,,,0,,,,70,31,130,80,,6.9,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/4/13,0.67,,,0,,,,62,35,30,320,,4.9,6,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/5/13,2.24,,,0,,,,59,36,160,210,,10.1,14.1,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",2/6/13,3.8,,,0,,,,59,30,190,190,,14.1,17.9,1,,,,,,,,,1,,,,
USW00024257,"REDDING AIRPORT, CA US",2/7/13,6.93,,,0.51,,,,52,38,190,200,,17.9,23,,,1,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",2/8/13,6.93,,,0.02,,,,56,32,20,30,,21.9,29.1,1,1,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",2/9/13,8.5,,,0,,,,59,38,20,20,,19.9,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/10/13,7.61,,,0,,,,63,34,20,20,,25.1,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/11/13,4.7,,,0,,,,67,37,10,20,,14.1,17,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/12/13,3.13,,,0,,,,68,31,20,20,,21,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/13/13,5.37,,,0,,,,73,32,360,340,,16.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/14/13,15.43,,,0,,,,71,54,10,360,,31.1,38.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/15/13,2.46,,,0,,,,73,37,20,350,,12.1,16.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/16/13,1.12,,,0,,,,69,35,190,130,,8.1,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/17/13,8.5,,,0,,,,66,37,360,340,,23.9,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/18/13,4.7,,,0,,,,57,29,190,200,,17.9,23,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/19/13,9.62,,,0.05,,,,49,36,180,190,,29.1,36,1,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",2/20/13,8.5,,,0,,,,58,36,10,360,,23.9,31.1,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/21/13,5.59,,,0,,,,61,30,10,10,,16.1,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/22/13,7.16,,,0,,,,62,36,180,190,,21.9,25.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/23/13,8.72,,,0,,,,58,40,30,50,,19.9,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/24/13,8.28,,,0,,,,65,39,20,10,,19.9,28,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/25/13,2.91,,,0,,,,62,36,20,20,,15,16.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/26/13,8.5,,,0,,,,67,37,10,10,,17.9,25.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/27/13,2.46,,,0,,,,66,31,160,170,,8.1,10.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",2/28/13,1.57,,,0,,,,68,45,10,30,,6.9,10.1,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/1/13,2.24,,,0,,,,77,38,310,330,,8.9,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/2/13,0.67,,,0,,,,67,43,120,270,,6.9,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/3/13,2.91,,,0,,,,69,47,180,170,,12.1,15,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/4/13,4.47,,,0,,,,66,42,170,170,,17,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/5/13,12.75,,,0.52,,,,61,43,160,170,,30,36.9,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/6/13,15.88,,,0.77,,,,55,38,160,170,,40.9,51,1,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/7/13,3.58,,,0,,,,59,34,20,30,,8.9,12.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/8/13,7.61,,,0,,,,66,35,350,330,,16.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/9/13,6.93,,,0,,,,71,45,10,10,,16.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/10/13,5.82,,,0,,,,77,36,10,10,,16.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/11/13,3.36,,,0,,,,80,38,10,20,,14.1,17,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/12/13,0.67,,,0,,,,74,41,40,340,,6,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/13/13,1.34,,,0,,,,78,44,50,340,,6,8.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/14/13,1.57,,,0,,,,75,46,330,320,,6.9,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/15/13,1.79,,,0,,,,77,48,350,350,,8.9,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/16/13,7.16,,,0,,,,76,49,290,310,,16.1,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/17/13,2.46,,,0,,,,71,37,350,350,,10.1,14.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/18/13,3.58,,,0,,,,70,40,360,360,,12.1,15,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/19/13,4.03,,,0.15,,,,65,48,160,160,,21.9,28,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/20/13,11.41,,,0.68,,,,61,42,180,170,,25.1,34.9,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/21/13,10.29,,,0,,,,64,39,10,10,,19.9,25.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/22/13,9.4,,,0,,,,63,40,20,10,,23.9,30,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/23/13,6.49,,,0,,,,71,44,350,360,,17,25.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/24/13,1.12,,,0,,,,72,39,330,350,,8.1,10.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/25/13,3.36,,,0.05,,,,69,41,200,210,,15,19.9,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/26/13,2.01,,,0,,,,68,44,270,270,,8.9,13,1,1,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/27/13,5.82,,,0,,,,70,51,170,170,,17.9,23,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/28/13,2.91,,,0.03,,,,65,53,150,150,,14.1,16.1,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/29/13,2.91,,,0,,,,78,44,20,360,,10.1,17,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",3/30/13,3.36,,,0.28,,,,77,47,150,160,,16.1,19.9,,,,,,,,,,,1,,,
USW00024257,"REDDING AIRPORT, CA US",3/31/13,4.25,,,0.97,,,,61,50,190,190,,21.9,25.9,1,,,,,,,,,1,1,,,
USW00024257,"REDDING AIRPORT, CA US",4/1/13,2.68,,,0,,,55,65,50,200,210,,8.1,10.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/2/13,2.91,,,0,,,59,75,47,360,10,,8.9,12.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/3/13,1.57,,,0,,,60,73,47,160,160,,6.9,8.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/4/13,11.41,,,1.23,,,60,61,54,170,180,,29.1,42.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/5/13,4.47,,,0.39,,,57,63,51,190,200,,13,16.1,1,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/6/13,9.17,,,0.28,,,58,67,53,190,190,,18.1,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/7/13,12.75,,,0,,,59,67,51,240,250,,23.9,36.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/8/13,10.51,,,0,,,55,66,45,10,10,,25.1,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/9/13,6.04,,,0,,,58,76,47,10,330,,17,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/10/13,6.49,,,0,,,66,82,50,350,350,,15,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/11/13,12.08,,,0,,,66,77,56,10,360,,21.9,29.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/12/13,6.93,,,0,,,69,82,56,10,360,,15,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/13/13,4.92,,,0,,,64,75,47,220,290,,14.1,19.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/14/13,7.61,,,0,,,61,71,49,290,300,,16.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/15/13,8.5,,,0,,,55,62,45,290,300,,21.9,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/16/13,9.84,,,0,,,53,66,44,70,80,,21,25.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/17/13,6.93,,,0,,,53,70,37,30,30,,23,29.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/18/13,6.93,,,0,,,60,79,44,20,20,,23.9,30,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/19/13,4.92,,,0,,,63,82,47,260,340,,16.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/20/13,9.4,,,0,,,67,83,56,360,360,,21,29.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/21/13,8.72,,,0,,,72,86,60,10,20,,21,25.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/22/13,16.11,,,0,,,74,84,64,10,10,,29.1,36.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/23/13,13.2,,,0,,,70,84,60,10,20,,25.9,36,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/24/13,10.74,,,0,,,74,87,57,10,20,,21.9,25.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/25/13,4.47,,,0,,,65,82,42,160,140,,15,18.1,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/26/13,2.46,,,0,,,66,86,48,180,180,,12.1,15,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/27/13,2.68,,,0,,,70,90,53,170,210,,13,15,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/28/13,7.16,,,0,,,74,92,54,360,360,,15,19.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/29/13,11.86,,,0,,,77,84,65,20,10,,23.9,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",4/30/13,13.2,,,0,,,70,79,57,10,350,,23.9,33.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/1/13,17.22,,,0,,,69,86,58,10,10,,35.1,44.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/2/13,5.59,,,0,,,75,89,58,10,10,,16.1,21,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/3/13,7.61,,,0,,,72,95,50,20,10,,23,28,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/4/13,18.12,,,0,,,79,88,71,50,360,,31.1,38.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/5/13,7.38,,,0.03,,,71,77,59,10,10,,23,28,,,1,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/6/13,6.04,,,0.14,,,64,67,56,170,330,,21,25.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/7/13,2.01,,,0.01,,,59,69,56,170,220,,8.9,13,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/8/13,3.13,,,0,,,66,78,61,360,360,,13,16.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/9/13,3.36,,,0,,,69,89,56,160,350,,8.1,13,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/10/13,3.36,,,0,,,75,96,58,180,60,,10.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/11/13,3.13,,,0,,,79,94,63,180,180,,10.1,13,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/12/13,5.59,,,0,,,80,94,63,190,210,,16.1,19.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/13/13,4.7,,,0,,,77,92,58,160,310,,14.1,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/14/13,5.59,,,0,,,78,95,62,350,310,,8.9,16.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/15/13,5.37,,,0,,,74,84,54,170,190,,16.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/16/13,7.16,,,0.23,,,71,76,57,170,180,,17,23,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/17/13,4.25,,,0,,,62,75,49,320,320,,21.9,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/18/13,3.58,,,0,,,65,83,48,300,310,,16.1,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/19/13,13.2,,,0,,,70,85,60,350,350,,19.9,29.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/20/13,7.16,,,0,,,74,91,57,30,20,,19.9,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/21/13,10.29,,,0,,,72,74,50,290,250,,23.9,32,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/22/13,8.72,,,0,,,57,73,46,350,360,,17,30,,,,,,,1,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/23/13,7.16,,,0,,,63,76,53,170,170,,17,21,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/24/13,3.13,,,0,,,63,79,45,140,130,,15,18.1,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/25/13,4.92,,,0,,,66,81,47,160,160,,18.1,21.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/26/13,7.16,,,0,,,69,79,58,170,140,,18.1,23.9,,,,,,,,,,,,,,
USW00024257,"REDDING AIRPORT, CA US",5/27/13,8.05,,,0.44,,,65,66,56,190,190,,18.1,23,1,,,,,,,,,,,,,
