,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Year,Month,Day
0,1/1/10,4.47,0.26,0,0,48.5,52,45,190,190,14.1,17.9,2010,1,1
1,1/2/10,3.13,0,0,0,50.5,58,43,360,320,8.1,10.1,2010,1,2
2,1/3/10,3.13,0,0,0,43,52,34,160,320,8.1,10.1,2010,1,3
3,1/4/10,0.67,0,0,0,44,57,31,140,130,4.9,6,2010,1,4
4,1/5/10,0.22,0,0,0,49,60,38,280,280,6,6.9,2010,1,5
5,1/6/10,2.01,0,0,0,43,47,39,140,140,6.9,8.9,2010,1,6
6,1/7/10,1.57,0,0,0,41.5,45,38,270,280,6.9,8.1,2010,1,7
7,1/8/10,2.01,0.11,0,0,44,47,41,270,270,8.1,10.1,2010,1,8
8,1/9/10,1.79,0.03,0,0,45,55,35,280,270,8.9,13,2010,1,9
9,1/10/10,0.67,0,0,0,51,58,44,120,120,6.9,8.9,2010,1,10
10,1/11/10,1.12,0,0,0,46.5,48,45,80,80,8.1,10.1,2010,1,11
11,1/12/10,7.83,1.24,0,0,50.5,56,45,170,160,32,42.9,2010,1,12
12,1/13/10,6.26,0.01,0,0,50.5,60,41,180,180,23.9,30,2010,1,13
13,1/14/10,3.13,0,0,0,49.5,62,37,20,20,8.1,10.1,2010,1,14
14,1/15/10,0.89,0,0,0,47,53,41,200,200,6.9,6.9,2010,1,15
15,1/16/10,1.57,0.08,0,0,48.5,57,40,210,210,8.9,13,2010,1,16
16,1/17/10,15.66,0.4,0,0,49.5,52,47,170,170,34.9,47,2010,1,17
17,1/18/10,22.37,0.66,0,0,51,53,49,170,180,40,49,2010,1,18
18,1/19/10,25.28,0.63,0,0,48,51,45,170,180,47,61.1,2010,1,19
19,1/20/10,23.71,1.14,0,0,45.5,48,43,150,150,38.9,49,2010,1,20
20,1/21/10,9.17,0.18,0,0,44,46,42,170,180,36,48.1,2010,1,21
21,1/22/10,8.28,0.01,0,0,44.5,47,42,200,190,17.9,23.9,2010,1,22
22,1/23/10,3.58,1.83,0,0,40.5,43,38,30,30,13,15,2010,1,23
23,1/24/10,3.13,0.93,0,0,43.5,45,42,170,180,13,16.1,2010,1,24
24,1/25/10,4.92,1.5,0,0,41.5,44,39,20,350,13,16.1,2010,1,25
25,1/26/10,3.13,0.06,0,0,47.5,56,39,10,310,8.9,12.1,2010,1,26
26,1/27/10,6.71,0,0,0,50.5,62,39,10,20,15,19.9,2010,1,27
27,1/28/10,3.8,0,0,0,47.5,58,37,160,170,12.1,14.1,2010,1,28
28,1/29/10,3.58,0.02,0,0,48,54,42,220,210,10.1,14.1,2010,1,29
29,1/30/10,2.91,0.21,0,0,50,54,46,190,200,16.1,17.9,2010,1,30
30,1/31/10,2.01,0,0,0,51,58,44,200,220,6.9,8.9,2010,1,31
31,2/1/10,4.03,0.4,0,0,43,47,39,10,30,12.1,13,2010,2,1
32,2/2/10,1.34,0.01,0,0,46.5,56,37,110,170,6,6.9,2010,2,2
33,2/3/10,3.58,0,0,0,51,55,47,200,180,10.1,13,2010,2,3
34,2/4/10,6.93,1.06,0,0,48.5,51,46,180,160,25.9,32,2010,2,4
35,2/5/10,10.29,0.34,0,0,51.5,54,49,170,170,23.9,32,2010,2,5
36,2/6/10,3.58,0.34,0,0,47,50,44,180,160,14.1,17.9,2010,2,6
37,2/7/10,3.8,0,0,0,48.5,62,35,20,10,15,19.9,2010,2,7
38,2/8/10,2.91,0.33,0,0,43.5,54,33,150,270,10.1,13,2010,2,8
39,2/9/10,2.91,0.08,0,0,47.5,56,39,10,360,12.1,13,2010,2,9
40,2/10/10,1.57,0.06,0,0,42,51,33,170,170,8.1,8.9,2010,2,10
41,2/11/10,8.5,0.16,0,0,49.5,54,45,170,160,30,36.9,2010,2,11
42,2/12/10,3.8,0.12,0,0,50.5,54,47,190,210,12.1,14.1,2010,2,12
43,2/13/10,2.24,0.03,0,0,53.5,62,45,30,320,6.9,8.9,2010,2,13
44,2/14/10,1.34,0.02,0,0,48.5,58,39,360,70,6.9,17.9,2010,2,14
45,2/15/10,3.58,0,0,0,56,69,43,10,350,8.1,10.1,2010,2,15
46,2/16/10,3.58,0,0,0,60,75,45,10,360,13,16.1,2010,2,16
47,2/17/10,2.46,0,0,0,54.5,69,40,180,330,8.1,8.9,2010,2,17
48,2/18/10,2.91,0,0,0,55,70,40,10,20,10.1,13,2010,2,18
49,2/19/10,4.03,0,0,0,54,64,44,180,180,14.1,16.1,2010,2,19
50,2/20/10,6.26,1.06,0,0,53,61,45,50,70,21.9,29.1,2010,2,20
51,2/21/10,1.79,0,0,0,47,56,38,140,160,10.1,15,2010,2,21
52,2/22/10,2.68,0,0,0,47,61,33,30,30,15,17,2010,2,22
53,2/23/10,3.58,1.37,0,0,42.5,46,39,150,130,13,17,2010,2,23
54,2/24/10,2.24,0.38,0,0,47,54,40,320,310,12.1,14.1,2010,2,24
55,2/25/10,1.79,0,0,0,53,60,46,290,330,6.9,10.1,2010,2,25
56,2/26/10,11.18,0.75,0,0,49,54,44,160,160,32,40,2010,2,26
57,2/27/10,4.7,0.02,0,0,54.5,67,42,10,20,10.1,16.1,2010,2,27
58,2/28/10,3.58,0,0,0,53.5,69,38,360,360,12.1,14.1,2010,2,28
59,3/1/10,2.68,0,0,0,52,60,44,180,170,12.1,14.1,2010,3,1
60,3/2/10,13.87,0.22,0,0,51.5,54,49,170,170,28,34.9,2010,3,2
61,3/3/10,6.26,0.93,0,0,42.5,50,35,150,150,28,36,2010,3,3
62,3/4/10,2.01,0,0,0,40.5,51,30,190,190,10.1,13,2010,3,4
63,3/5/10,1.12,0,0,0,49,56,42,10,170,6.9,8.9,2010,3,5
64,3/6/10,4.03,0,0,0,55.5,69,42,170,340,14.1,17,2010,3,6
65,3/7/10,6.04,0,0,0,54,68,40,190,190,16.1,17.9,2010,3,7
66,3/8/10,6.04,0.01,0,0,46.5,56,37,150,170,23,29.1,2010,3,8
67,3/9/10,8.28,0.12,0,0,43.5,52,35,190,190,21.9,29.1,2010,3,9
68,3/10/10,4.25,0,0,0,45,57,33,30,10,13,16.1,2010,3,10
69,3/11/10,4.47,0,0,0,47.5,59,36,190,190,16.1,21,2010,3,11
70,3/12/10,8.05,0.33,0,0,44.5,52,37,190,180,31.1,38,2010,3,12
71,3/13/10,5.82,0,0,0,44,57,31,50,10,17,21.9,2010,3,13
72,3/14/10,4.92,0,0,0,52.5,70,35,10,10,16.1,19.9,2010,3,14
73,3/15/10,1.57,0,0,0,51.5,67,36,150,160,8.9,12.1,2010,3,15
74,3/16/10,2.46,0,0,0,55,70,40,80,180,6.9,10.1,2010,3,16
75,3/17/10,5.37,0,0,0,63.5,80,47,10,360,16.1,19.9,2010,3,17
76,3/18/10,13.65,0,0,0,63.5,76,51,10,10,28,38.9,2010,3,18
77,3/19/10,5.59,0,0,0,64.5,81,48,10,360,16.1,21,2010,3,19
78,3/20/10,2.46,0,0,0,57.5,71,44,160,170,13,16.1,2010,3,20
79,3/21/10,2.46,0,0,0,55.5,66,45,150,150,10.1,14.1,2010,3,21
80,3/22/10,8.28,0,0,0,55.5,70,41,20,20,21.9,25.9,2010,3,22
81,3/23/10,6.93,0,0,0,61,76,46,350,360,17,23,2010,3,23
82,3/24/10,8.95,0.04,0,0,56,69,43,160,170,33.1,40,2010,3,24
83,3/25/10,9.4,0.02,0,0,48,56,40,180,180,21,23.9,2010,3,25
84,3/26/10,2.01,0,0,0,48.5,63,34,100,180,6.9,10.1,2010,3,26
85,3/27/10,3.8,0,0,0,53,70,36,180,180,15,17,2010,3,27
86,3/28/10,2.46,0.01,0,0,54.5,63,46,300,290,6.9,8.9,2010,3,28
87,3/29/10,20.8,0.2,0,0,59,65,53,180,180,38.9,49,2010,3,29
88,3/30/10,11.41,0,0,0,51,57,45,210,210,28,36,2010,3,30
89,3/31/10,4.7,0,0,0,45,52,38,240,240,17,23.9,2010,3,31
90,4/1/10,2.68,0,0,0,49.5,60,39,220,210,14.1,17.9,2010,4,1
91,4/2/10,7.83,0.54,0,0,44.5,51,38,180,180,31.1,38.9,2010,4,2
92,4/3/10,2.24,0,0,0,44,54,34,160,150,8.1,12.1,2010,4,3
93,4/4/10,10.96,0.87,0,0,43.5,49,38,170,180,38,48.1,2010,4,4
94,4/5/10,5.82,0,0,0,46,57,35,210,210,19.9,23,2010,4,5
95,4/6/10,3.36,0,0,0,47.5,63,32,360,360,12.1,17.9,2010,4,6
96,4/7/10,7.16,0,0,0,61,77,45,170,350,15,21.9,2010,4,7
97,4/8/10,9.4,0,0,0,54,67,41,350,350,21,29.1,2010,4,8
98,4/9/10,11.41,0,0,0,59.5,71,48,360,340,19.9,29.1,2010,4,9
99,4/10/10,9.17,0,0,0,52.5,61,44,150,160,29.1,36.9,2010,4,10
100,4/11/10,5.82,0.69,0,0,48.5,52,45,160,150,21.9,28,2010,4,11
101,4/12/10,13.65,0.78,0,0,50,55,45,160,150,33.1,40,2010,4,12
102,4/13/10,4.92,0.05,0,0,53.5,60,47,180,180,15,17,2010,4,13
103,4/14/10,3.36,0.53,0,0,50.5,57,44,230,230,23,31.1,2010,4,14
104,4/15/10,2.24,0,0,0,54,68,40,20,10,8.9,13,2010,4,15
105,4/16/10,3.36,0,0,0,57,69,45,190,190,14.1,23,2010,4,16
106,4/17/10,1.79,0,0,0,59,72,46,220,210,8.9,12.1,2010,4,17
107,4/18/10,2.46,0,0,0,61,78,44,150,180,10.1,12.1,2010,4,18
108,4/19/10,6.49,0,0,0,60,72,48,180,180,23.9,30,2010,4,19
109,4/20/10,4.92,1.12,0,0,52,58,46,210,220,15,19.9,2010,4,20
110,4/21/10,7.38,0,0,0,54,63,45,20,360,17.9,25.1,2010,4,21
111,4/22/10,8.95,0,0,0,63,77,49,20,10,19.9,25.9,2010,4,22
112,4/23/10,2.91,0,0,0,60,77,43,170,180,14.1,15,2010,4,23
113,4/24/10,2.01,0,0,0,60.5,76,45,10,50,8.9,15,2010,4,24
114,4/25/10,3.8,0,0,0,66.5,82,51,10,360,14.1,16.1,2010,4,25
115,4/26/10,5.59,0,0,0,56,68,44,170,170,32,45,2010,4,26
116,4/27/10,18.79,0.04,0,0,54,64,44,170,180,36,47,2010,4,27
117,4/28/10,6.49,0.03,0,0,48,56,40,190,170,15,17.9,2010,4,28
118,4/29/10,3.8,0,0,0,49,64,34,280,290,17,25.9,2010,4,29
119,4/30/10,8.28,0,0,0,56.5,72,41,10,20,19.9,25.1,2010,4,30
120,5/1/10,5.14,0,0,0,62.5,79,46,20,10,14.1,17,2010,5,1
121,5/2/10,6.71,0,0,0,66,80,52,20,360,16.1,21.9,2010,5,2
122,5/3/10,5.82,0,0,0,64.5,82,47,170,170,23,25.9,2010,5,3
123,5/4/10,8.95,0,0,0,64.5,76,53,350,330,21,30,2010,5,4
124,5/5/10,11.41,0,0,0,57,68,46,10,10,23.9,34.9,2010,5,5
125,5/6/10,10.29,0,0,0,60.5,74,47,10,20,25.1,32,2010,5,6
126,5/7/10,3.8,0,0,0,58.5,78,39,190,160,14.1,17,2010,5,7
127,5/8/10,4.25,0.03,0,0,62,74,50,200,200,15,17.9,2010,5,8
128,5/9/10,7.16,0.06,0,0,59.5,66,53,190,210,16.1,31.1,2010,5,9
129,5/10/10,10.51,0.42,0,0,49.5,58,41,170,170,32,42.9,2010,5,10
130,5/11/10,2.91,0,0,0,55,74,36,20,260,13,21,2010,5,11
131,5/12/10,8.28,0,0,0,65.5,81,50,20,20,23,29.1,2010,5,12
132,5/13/10,4.25,0,0,0,69,84,54,10,350,13,16.1,2010,5,13
133,5/14/10,3.58,0,0,0,68,86,50,150,140,12.1,15,2010,5,14
134,5/15/10,3.36,0,0,0,69,85,53,160,170,14.1,19.9,2010,5,15
135,5/16/10,3.58,0,0,0,68.5,82,55,160,170,17,21.9,2010,5,16
136,5/17/10,10.29,0.01,0,0,60.5,67,54,170,170,25.1,31.1,2010,5,17
137,5/18/10,6.26,0.02,0,0,61.5,69,54,190,200,16.1,21.9,2010,5,18
138,5/19/10,8.5,0.11,0,0,55,64,46,180,180,25.1,31.1,2010,5,19
139,5/20/10,4.25,0,0,0,55.5,72,39,350,30,13,21,2010,5,20
140,5/21/10,6.04,0,0,0,55,66,44,310,290,21,30,2010,5,21
141,5/22/10,3.13,0,0,0,47.5,61,34,220,210,17.9,23.9,2010,5,22
142,5/23/10,6.49,0,0,0,56.5,73,40,210,210,17,23.9,2010,5,23
143,5/24/10,7.38,0,0,0,57.5,65,50,170,190,19.9,23,2010,5,24
144,5/25/10,7.83,0.05,0,0,56.5,65,48,190,190,38.9,53,2010,5,25
145,5/26/10,7.83,0,0,0,59,68,50,150,150,23.9,31.1,2010,5,26
146,5/27/10,6.26,0.38,0,0,51,55,47,170,150,21,23.9,2010,5,27
147,5/28/10,1.57,0,0,0,58.5,69,48,130,160,8.9,15,2010,5,28
148,5/29/10,7.83,0,0,0,65.5,83,48,360,360,17.9,25.1,2010,5,29
149,5/30/10,6.26,0,0,0,73.5,87,60,350,350,13,13,2010,5,30
150,5/31/10,3.8,0,0,0,71,81,61,180,170,17.9,21.9,2010,5,31
151,6/1/10,6.26,0,0,0,70.5,79,62,170,140,14.1,17,2010,6,1
152,6/2/10,4.7,0,0,0,69.5,75,64,180,190,15,19.9,2010,6,2
153,6/3/10,2.68,0.19,0,0,67.5,75,60,160,180,13,16.1,2010,6,3
154,6/4/10,13.2,0.01,0,0,69.5,76,63,190,170,25.1,33.1,2010,6,4
155,6/5/10,4.03,0,0,0,71.5,83,60,10,200,8.1,13,2010,6,5
156,6/6/10,4.7,0,0,0,75,87,63,140,320,13,16.1,2010,6,6
157,6/7/10,5.59,0,0,0,78,92,64,360,30,14.1,19.9,2010,6,7
158,6/8/10,7.16,0,0,0,72.5,88,57,160,160,19.9,23.9,2010,6,8
159,6/9/10,12.08,0,0,0,70.5,81,60,160,90,23.9,30,2010,6,9
160,6/10/10,10.29,0,0,0,68.5,79,58,360,320,19.9,28,2010,6,10
161,6/11/10,12.08,0,0,0,72,86,58,10,10,28,34.9,2010,6,11
162,6/12/10,7.83,0,0,0,75,93,57,40,40,21.9,29.1,2010,6,12
163,6/13/10,5.82,0,0,0,81,99,63,30,20,16.1,23,2010,6,13
164,6/14/10,5.37,0,0,0,78,95,61,170,150,17,23,2010,6,14
165,6/15/10,9.62,0,0,0,78.5,91,66,10,10,23.9,32,2010,6,15
166,6/16/10,9.4,0,0,0,70.5,83,58,40,20,21,28,2010,6,16
167,6/17/10,6.49,0,0,0,72,86,58,350,360,16.1,21.9,2010,6,17
168,6/18/10,6.93,0,0,0,70,87,53,160,160,23,29.1,2010,6,18
169,6/19/10,8.5,0,0,0,67,77,57,180,160,17.9,23,2010,6,19
170,6/20/10,7.16,0,0,0,71.5,84,59,20,350,15,28,2010,6,20
171,6/21/10,9.4,0,0,0,78,91,65,10,20,25.1,32,2010,6,21
172,6/22/10,2.24,0,0,0,74,92,56,170,170,8.9,13,2010,6,22
173,6/23/10,4.47,0,0,0,82,95,69,190,190,15,17.9,2010,6,23
174,6/24/10,4.03,0,0,0,80,94,66,150,150,17,21,2010,6,24
175,6/25/10,4.7,0,0,0,76,91,61,160,170,15,17.9,2010,6,25
176,6/26/10,7.38,0,0,0,83,102,64,10,10,17,21.9,2010,6,26
177,6/27/10,6.26,0,0,0,89.5,106,73,360,360,15,21,2010,6,27
178,6/28/10,5.14,0,0,0,85,104,66,20,320,13,17.9,2010,6,28
179,6/29/10,5.14,0,0,0,82,98,66,320,290,15,23,2010,6,29
180,6/30/10,7.16,0,0,0,78,93,63,160,180,17,21.9,2010,6,30
181,7/1/10,5.59,0,0,0,76,92,60,150,150,19.9,23.9,2010,7,1
182,7/2/10,7.16,0,0,0,76.5,92,61,360,10,21,29.1,2010,7,2
183,7/3/10,10.96,0,0,0,79.5,93,66,10,10,21.9,31.1,2010,7,3
184,7/4/10,10.29,0,0,0,86,99,73,20,20,25.1,32,2010,7,4
185,7/5/10,7.16,0,0,0,85.5,101,70,350,330,16.1,21.9,2010,7,5
186,7/6/10,5.82,0,0,0,82.5,99,66,10,20,19.9,25.1,2010,7,6
187,7/7/10,4.7,0,0,0,83.5,99,68,150,160,19.9,21.9,2010,7,7
188,7/8/10,4.7,0,0,0,87.5,105,70,170,160,23,28,2010,7,8
189,7/9/10,6.93,0,0,0,85.5,103,68,170,170,21,23.9,2010,7,9
190,7/10/10,5.14,0,0,0,85.5,102,69,180,160,15,21,2010,7,10
191,7/11/10,4.03,0,0,0,86.5,105,68,160,170,14.1,17,2010,7,11
192,7/12/10,6.04,0,0,0,83.5,99,68,160,170,16.1,23,2010,7,12
193,7/13/10,6.26,0,0,0,79.5,93,66,190,170,17.9,21.9,2010,7,13
194,7/14/10,4.03,0,0,0,84,100,68,150,210,12.1,17,2010,7,14
195,7/15/10,2.91,0,0,0,88,106,70,240,260,8.9,14.1,2010,7,15
196,7/16/10,4.92,0,0,0,91,107,75,180,180,15,17.9,2010,7,16
197,7/17/10,4.47,0,0,0,89.5,105,74,150,160,14.1,23.9,2010,7,17
198,7/18/10,4.25,0,0,0,87.5,105,70,180,190,10.1,14.1,2010,7,18
199,7/19/10,4.92,0,0,0,88,105,71,360,20,14.1,17,2010,7,19
200,7/20/10,5.82,0,0,0,86.5,105,68,160,170,19.9,23,2010,7,20
201,7/21/10,4.25,0,0,0,82,98,66,170,210,15,21,2010,7,21
202,7/22/10,4.92,0,0,0,86,107,65,180,190,19.9,25.9,2010,7,22
203,7/23/10,3.8,0,0,0,85,102,68,160,150,15,17.9,2010,7,23
204,7/24/10,4.47,0,0,0,87.5,106,69,180,190,17.9,21.9,2010,7,24
205,7/25/10,4.03,0,0,0,86,103,69,180,180,15,21.9,2010,7,25
206,7/26/10,5.82,0,0,0,82.5,97,68,160,150,19.9,23,2010,7,26
207,7/27/10,5.82,0,0,0,79.5,93,66,160,160,16.1,21,2010,7,27
208,7/28/10,3.8,0,0,0,78.5,95,62,160,160,16.1,21.9,2010,7,28
209,7/29/10,4.25,0,0,0,78.5,96,61,150,160,15,17,2010,7,29
210,7/30/10,4.47,0,0,0,79,97,61,140,150,15,21,2010,7,30
211,7/31/10,4.47,0,0,0,79,95,63,150,150,15,23,2010,7,31
212,8/1/10,3.8,0,0,0,79,98,60,150,170,13,16.1,2010,8,1
213,8/2/10,3.8,0,0,0,80.5,97,64,150,140,15,17.9,2010,8,2
214,8/3/10,3.58,0,0,0,81.5,101,62,150,150,16.1,19.9,2010,8,3
215,8/4/10,3.36,0,0,0,81.5,99,64,160,170,16.1,21,2010,8,4
216,8/5/10,4.03,0,0,0,81,99,63,170,200,16.1,31.1,2010,8,5
217,8/6/10,4.92,0,0,0,82,100,64,180,170,19.9,23,2010,8,6
218,8/7/10,5.14,0,0,0,82.5,101,64,180,180,19.9,23.9,2010,8,7
219,8/8/10,5.14,0,0,0,80.5,96,65,160,160,17.9,23,2010,8,8
220,8/9/10,4.92,0,0,0,79,92,66,160,150,16.1,21.9,2010,8,9
221,8/10/10,5.59,0,0,0,77,91,63,190,190,16.1,21,2010,8,10
222,8/11/10,6.71,0,0,0,74,86,62,170,160,19.9,25.9,2010,8,11
223,8/12/10,3.58,0,0,0,78.5,97,60,30,30,12.1,15,2010,8,12
224,8/13/10,4.03,0,0,0,79.5,96,63,150,160,15,17.9,2010,8,13
225,8/14/10,4.03,0,0,0,79.5,96,63,150,160,16.1,19.9,2010,8,14
226,8/15/10,3.13,0,0,0,82,97,67,160,160,14.1,17,2010,8,15
227,8/16/10,3.8,0,0,0,84,104,64,180,190,15,17,2010,8,16
228,8/17/10,5.82,0,0,0,81,96,66,180,180,23,28,2010,8,17
229,8/18/10,3.36,0,0,0,75,94,56,180,180,16.1,21.9,2010,8,18
230,8/19/10,3.58,0,0,0,78,99,57,160,160,14.1,17,2010,8,19
231,8/20/10,5.14,0,0,0,77.5,96,59,170,170,19.9,25.9,2010,8,20
232,8/21/10,7.38,0,0,0,72.5,88,57,170,170,21.9,28,2010,8,21
233,8/22/10,3.58,0,0,0,75,91,59,100,30,14.1,19.9,2010,8,22
234,8/23/10,9.84,0,0,0,87,101,73,10,360,23.9,29.1,2010,8,23
235,8/24/10,3.13,0,0,0,84.5,107,62,10,130,13,17,2010,8,24
236,8/25/10,3.8,0,0,0,86,110,62,180,150,13,15,2010,8,25
237,8/26/10,4.92,0,0,0,84.5,99,70,170,170,17,23,2010,8,26
238,8/27/10,9.62,0,0,0,82,93,71,170,170,21,25.1,2010,8,27
239,8/28/10,6.26,0.13,0,0,66.5,75,58,190,180,19.9,23,2010,8,28
240,8/29/10,4.7,0,0,0,70.5,82,59,10,360,16.1,21.9,2010,8,29
241,8/30/10,3.58,0,0,0,66,82,50,150,200,14.1,17.9,2010,8,30
242,8/31/10,7.61,0,0,0,76,92,60,20,10,16.1,23.9,2010,8,31
243,9/1/10,10.51,0,0,0,85.5,98,73,350,350,21.9,29.1,2010,9,1
244,9/2/10,4.7,0,0,0,84.5,101,68,160,150,14.1,19.9,2010,9,2
245,9/3/10,3.8,0,0,0,82.5,102,63,170,150,15,19.9,2010,9,3
246,9/4/10,4.03,0,0,0,80,99,61,160,150,15,17,2010,9,4
247,9/5/10,12.08,0,0,0,76.5,91,62,10,20,25.1,33.1,2010,9,5
248,9/6/10,8.72,0,0,0,79.5,96,63,30,20,23,31.1,2010,9,6
249,9/7/10,5.14,0,0,0,72.5,91,54,160,150,21,25.9,2010,9,7
250,9/8/10,5.37,0.23,0,0,64.5,71,58,170,170,23.9,28,2010,9,8
251,9/9/10,1.79,0,0,0,65.5,77,54,180,160,8.1,12.1,2010,9,9
252,9/10/10,4.03,0,0,0,71,89,53,360,350,14.1,21,2010,9,10
253,9/11/10,3.13,0,0,0,71.5,90,53,150,170,10.1,14.1,2010,9,11
254,9/12/10,2.68,0,0,0,73,94,52,150,140,10.1,14.1,2010,9,12
255,9/13/10,2.46,0,0,0,72.5,90,55,180,150,13,16.1,2010,9,13
256,9/14/10,3.13,0,0,0,71.5,89,54,150,210,12.1,15,2010,9,14
257,9/15/10,2.68,0,0,0,70.5,89,52,150,140,10.1,13,2010,9,15
258,9/16/10,2.46,0,0,0,74,92,56,150,160,13,15,2010,9,16
259,9/17/10,3.13,0,0,0,70,82,58,150,170,10.1,14.1,2010,9,17
260,9/18/10,7.16,0,0,0,72.5,82,63,170,180,21,25.1,2010,9,18
261,9/19/10,4.03,0.11,0,0,64.5,71,58,210,210,13,17.9,2010,9,19
262,9/20/10,4.03,0,0,0,69,83,55,10,170,13,17,2010,9,20
263,9/21/10,2.01,0,0,0,65.5,80,51,170,170,12.1,16.1,2010,9,21
264,9/22/10,3.36,0,0,0,65.5,79,52,180,180,13,16.1,2010,9,22
265,9/23/10,2.01,0,0,0,67.5,84,51,220,150,8.1,17.9,2010,9,23
266,9/24/10,1.79,0,0,0,72,92,52,330,330,8.1,17,2010,9,24
267,9/25/10,2.01,0,0,0,72.5,95,50,180,120,8.1,14.1,2010,9,25
268,9/26/10,2.91,0,0,0,78,99,57,320,330,8.1,10.1,2010,9,26
269,9/27/10,1.79,0,0,0,77,99,55,140,130,10.1,17,2010,9,27
270,9/28/10,2.24,0,0,0,78.5,103,54,330,60,8.1,13,2010,9,28
271,9/29/10,3.58,0,0,0,81,106,56,350,360,14.1,19.9,2010,9,29
272,9/30/10,2.01,0,0,0,77.5,98,57,160,150,10.1,13,2010,9,30
273,10/1/10,2.24,0,0,0,78,97,59,160,160,10.1,14.1,2010,10,1
274,10/2/10,2.46,0,0,0,74.5,93,56,160,200,12.1,17,2010,10,2
275,10/3/10,4.25,0,0,0,70.5,81,60,180,170,13,17,2010,10,3
276,10/4/10,4.92,0.01,0,0,59.5,66,53,340,330,13,19.9,2010,10,4
277,10/5/10,15.21,0,0,0,70,80,60,30,40,34.9,45,2010,10,5
278,10/6/10,3.8,0.04,0,0,66.5,75,58,190,190,15,17.9,2010,10,6
279,10/7/10,5.14,0,0,0,67,73,61,160,210,16.1,29.1,2010,10,7
280,10/8/10,2.68,0,0,0,64,77,51,160,210,12.1,21,2010,10,8
281,10/9/10,2.01,0,0,0,70.5,87,54,20,50,8.9,13,2010,10,9
282,10/10/10,3.58,0,0,0,75.5,94,57,290,30,13,25.1,2010,10,10
283,10/11/10,14.09,0,0,0,76,87,65,360,360,32,40,2010,10,11
284,10/12/10,7.61,0,0,0,75.5,91,60,10,30,17,23,2010,10,12
285,10/13/10,1.57,0,0,0,72.5,92,53,350,270,8.1,16.1,2010,10,13
286,10/14/10,2.01,0,0,0,70,89,51,310,160,8.1,17.9,2010,10,14
287,10/15/10,1.34,0,0,0,71.5,87,56,160,220,8.1,25.1,2010,10,15
288,10/16/10,2.68,0,0,0,67,80,54,160,160,12.1,16.1,2010,10,16
289,10/17/10,1.79,0,0,0,59,67,51,270,270,10.1,10.1,2010,10,17
290,10/18/10,4.7,0,0,0,68.5,89,48,30,270,17.9,30,2010,10,18
291,10/19/10,2.68,0,0,0,68.5,91,46,350,10,12.1,16.1,2010,10,19
292,10/20/10,1.12,0,0,0,62,76,48,190,190,8.1,10.1,2010,10,20
293,10/21/10,4.25,0,0,0,59.5,67,52,150,140,14.1,17,2010,10,21
294,10/22/10,2.91,0.14,0,0,59,62,56,170,170,16.1,19.9,2010,10,22
295,10/23/10,10.07,1.21,0,0,54.5,57,52,180,180,30,36.9,2010,10,23
296,10/24/10,16.11,2.29,0,0,55,63,47,170,180,36.9,49,2010,10,24
297,10/25/10,2.46,0,0,0,52.5,63,42,170,270,8.9,21.9,2010,10,25
298,10/26/10,3.58,0,0,0,52,65,39,360,350,12.1,14.1,2010,10,26
299,10/27/10,3.36,0.08,0,0,48.5,60,37,10,30,8.9,13,2010,10,27
300,10/28/10,4.47,0.7,0,0,51,54,48,350,340,17.9,23,2010,10,28
301,10/29/10,2.91,0.17,0,0,56.5,63,50,20,290,13,19.9,2010,10,29
302,10/30/10,7.61,0.02,0,0,55,57,53,160,170,19.9,25.1,2010,10,30
303,10/31/10,4.7,0,0,0,57,62,52,200,190,12.1,17,2010,10,31
304,11/1/10,2.01,0,0,0,60,75,45,310,10,8.1,13,2010,11,1
305,11/2/10,6.26,0,0,0,68,86,50,20,20,23,28,2010,11,2
306,11/3/10,1.12,0,0,0,62.5,78,47,320,310,6.9,8.9,2010,11,3
307,11/4/10,0.89,0,0,0,64.5,79,50,60,320,6,8.1,2010,11,4
308,11/5/10,0.89,0,0,0,62.5,74,51,280,280,6.9,8.1,2010,11,5
309,11/6/10,5.82,0,0,0,60,72,48,190,190,21.9,25.9,2010,11,6
310,11/7/10,13.87,0.69,0,0,52,61,43,160,170,36,42.9,2010,11,7
311,11/8/10,2.24,0,0,0,49,62,36,20,20,10.1,15,2010,11,8
312,11/9/10,1.12,0.11,0,0,43,50,36,220,210,8.9,13,2010,11,9
313,11/10/10,4.03,0.01,0,0,52,61,43,350,10,12.1,16.1,2010,11,10
314,11/11/10,5.37,0,0,0,52.5,66,39,10,20,15,17,2010,11,11
315,11/12/10,5.82,0,0,0,52.5,69,36,30,30,21.9,28,2010,11,12
316,11/13/10,10.51,0,0,0,61,67,55,10,340,21,30,2010,11,13
317,11/14/10,4.7,0,0,0,64.5,77,52,360,360,12.1,12.1,2010,11,14
318,11/15/10,8.28,0,0,0,64,78,50,20,20,17,17,2010,11,15
319,11/16/10,6.93,0,0,0,60,72,48,10,10,16.1,17.9,2010,11,16
320,11/17/10,1.79,0,0,0,50.5,65,36,10,10,14.1,16.1,2010,11,17
321,11/18/10,2.24,0,0,0,50.5,62,39,170,190,13,15,2010,11,18
322,11/19/10,2.46,0.01,0,0,48,52,44,200,190,13,16.1,2010,11,19
