,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Year,Month,Day
1145,2/19/13,9.62,0.05,0,0,42.5,49,36,180,190,29.1,36,2013,2,19
1146,2/20/13,8.5,0,0,0,47,58,36,10,360,23.9,31.1,2013,2,20
1147,2/21/13,5.59,0,0,0,45.5,61,30,10,10,16.1,23,2013,2,21
1148,2/22/13,7.16,0,0,0,49,62,36,180,190,21.9,25.1,2013,2,22
1149,2/23/13,8.72,0,0,0,49,58,40,30,50,19.9,23.9,2013,2,23
1150,2/24/13,8.28,0,0,0,52,65,39,20,10,19.9,28,2013,2,24
1151,2/25/13,2.91,0,0,0,49,62,36,20,20,15,16.1,2013,2,25
1152,2/26/13,8.5,0,0,0,52,67,37,10,10,17.9,25.9,2013,2,26
1153,2/27/13,2.46,0,0,0,48.5,66,31,160,170,8.1,10.1,2013,2,27
1154,2/28/13,1.57,0,0,0,56.5,68,45,10,30,6.9,10.1,2013,2,28
1155,3/1/13,2.24,0,0,0,57.5,77,38,310,330,8.9,12.1,2013,3,1
1156,3/2/13,0.67,0,0,0,55,67,43,120,270,6.9,8.9,2013,3,2
1157,3/3/13,2.91,0,0,0,58,69,47,180,170,12.1,15,2013,3,3
1158,3/4/13,4.47,0,0,0,54,66,42,170,170,17,23,2013,3,4
1159,3/5/13,12.75,0.52,0,0,52,61,43,160,170,30,36.9,2013,3,5
1160,3/6/13,15.88,0.77,0,0,46.5,55,38,160,170,40.9,51,2013,3,6
1161,3/7/13,3.58,0,0,0,46.5,59,34,20,30,8.9,12.1,2013,3,7
1162,3/8/13,7.61,0,0,0,50.5,66,35,350,330,16.1,21.9,2013,3,8
1163,3/9/13,6.93,0,0,0,58,71,45,10,10,16.1,21,2013,3,9
1164,3/10/13,5.82,0,0,0,56.5,77,36,10,10,16.1,21,2013,3,10
1165,3/11/13,3.36,0,0,0,59,80,38,10,20,14.1,17,2013,3,11
1166,3/12/13,0.67,0,0,0,57.5,74,41,40,340,6,8.1,2013,3,12
1167,3/13/13,1.34,0,0,0,61,78,44,50,340,6,8.1,2013,3,13
1168,3/14/13,1.57,0,0,0,60.5,75,46,330,320,6.9,8.9,2013,3,14
1169,3/15/13,1.79,0,0,0,62.5,77,48,350,350,8.9,12.1,2013,3,15
1170,3/16/13,7.16,0,0,0,62.5,76,49,290,310,16.1,23,2013,3,16
1171,3/17/13,2.46,0,0,0,54,71,37,350,350,10.1,14.1,2013,3,17
1172,3/18/13,3.58,0,0,0,55,70,40,360,360,12.1,15,2013,3,18
1173,3/19/13,4.03,0.15,0,0,56.5,65,48,160,160,21.9,28,2013,3,19
1174,3/20/13,11.41,0.68,0,0,51.5,61,42,180,170,25.1,34.9,2013,3,20
1175,3/21/13,10.29,0,0,0,51.5,64,39,10,10,19.9,25.1,2013,3,21
1176,3/22/13,9.4,0,0,0,51.5,63,40,20,10,23.9,30,2013,3,22
1177,3/23/13,6.49,0,0,0,57.5,71,44,350,360,17,25.1,2013,3,23
1178,3/24/13,1.12,0,0,0,55.5,72,39,330,350,8.1,10.1,2013,3,24
1179,3/25/13,3.36,0.05,0,0,55,69,41,200,210,15,19.9,2013,3,25
1180,3/26/13,2.01,0,0,0,56,68,44,270,270,8.9,13,2013,3,26
1181,3/27/13,5.82,0,0,0,60.5,70,51,170,170,17.9,23,2013,3,27
1182,3/28/13,2.91,0.03,0,0,59,65,53,150,150,14.1,16.1,2013,3,28
1183,3/29/13,2.91,0,0,0,61,78,44,20,360,10.1,17,2013,3,29
1184,3/30/13,3.36,0.28,0,0,62,77,47,150,160,16.1,19.9,2013,3,30
1185,3/31/13,4.25,0.97,0,0,55.5,61,50,190,190,21.9,25.9,2013,3,31
1186,4/1/13,2.68,0,0,0,55,65,50,200,210,8.1,10.1,2013,4,1
1187,4/2/13,2.91,0,0,0,59,75,47,360,10,8.9,12.1,2013,4,2
1188,4/3/13,1.57,0,0,0,60,73,47,160,160,6.9,8.9,2013,4,3
1189,4/4/13,11.41,1.23,0,0,60,61,54,170,180,29.1,42.9,2013,4,4
1190,4/5/13,4.47,0.39,0,0,57,63,51,190,200,13,16.1,2013,4,5
1191,4/6/13,9.17,0.28,0,0,58,67,53,190,190,18.1,23,2013,4,6
1192,4/7/13,12.75,0,0,0,59,67,51,240,250,23.9,36.9,2013,4,7
1193,4/8/13,10.51,0,0,0,55,66,45,10,10,25.1,32,2013,4,8
1194,4/9/13,6.04,0,0,0,58,76,47,10,330,17,23,2013,4,9
1195,4/10/13,6.49,0,0,0,66,82,50,350,350,15,21,2013,4,10
1196,4/11/13,12.08,0,0,0,66,77,56,10,360,21.9,29.1,2013,4,11
1197,4/12/13,6.93,0,0,0,69,82,56,10,360,15,21,2013,4,12
1198,4/13/13,4.92,0,0,0,64,75,47,220,290,14.1,19.9,2013,4,13
1199,4/14/13,7.61,0,0,0,61,71,49,290,300,16.1,21.9,2013,4,14
1200,4/15/13,8.5,0,0,0,55,62,45,290,300,21.9,32,2013,4,15
1201,4/16/13,9.84,0,0,0,53,66,44,70,80,21,25.9,2013,4,16
1202,4/17/13,6.93,0,0,0,53,70,37,30,30,23,29.1,2013,4,17
1203,4/18/13,6.93,0,0,0,60,79,44,20,20,23.9,30,2013,4,18
1204,4/19/13,4.92,0,0,0,63,82,47,260,340,16.1,21.9,2013,4,19
1205,4/20/13,9.4,0,0,0,67,83,56,360,360,21,29.1,2013,4,20
1206,4/21/13,8.72,0,0,0,72,86,60,10,20,21,25.9,2013,4,21
1207,4/22/13,16.11,0,0,0,74,84,64,10,10,29.1,36.9,2013,4,22
1208,4/23/13,13.2,0,0,0,70,84,60,10,20,25.9,36,2013,4,23
1209,4/24/13,10.74,0,0,0,74,87,57,10,20,21.9,25.9,2013,4,24
1210,4/25/13,4.47,0,0,0,65,82,42,160,140,15,18.1,2013,4,25
1211,4/26/13,2.46,0,0,0,66,86,48,180,180,12.1,15,2013,4,26
1212,4/27/13,2.68,0,0,0,70,90,53,170,210,13,15,2013,4,27
1213,4/28/13,7.16,0,0,0,74,92,54,360,360,15,19.9,2013,4,28
1214,4/29/13,11.86,0,0,0,77,84,65,20,10,23.9,32,2013,4,29
1215,4/30/13,13.2,0,0,0,70,79,57,10,350,23.9,33.1,2013,4,30
1216,5/1/13,17.22,0,0,0,69,86,58,10,10,35.1,44.1,2013,5,1
1217,5/2/13,5.59,0,0,0,75,89,58,10,10,16.1,21,2013,5,2
1218,5/3/13,7.61,0,0,0,72,95,50,20,10,23,28,2013,5,3
1219,5/4/13,18.12,0,0,0,79,88,71,50,360,31.1,38.9,2013,5,4
1220,5/5/13,7.38,0.03,0,0,71,77,59,10,10,23,28,2013,5,5
1221,5/6/13,6.04,0.14,0,0,64,67,56,170,330,21,25.1,2013,5,6
1222,5/7/13,2.01,0.01,0,0,59,69,56,170,220,8.9,13,2013,5,7
1223,5/8/13,3.13,0,0,0,66,78,61,360,360,13,16.1,2013,5,8
1224,5/9/13,3.36,0,0,0,69,89,56,160,350,8.1,13,2013,5,9
1225,5/10/13,3.36,0,0,0,75,96,58,180,60,10.1,21.9,2013,5,10
1226,5/11/13,3.13,0,0,0,79,94,63,180,180,10.1,13,2013,5,11
1227,5/12/13,5.59,0,0,0,80,94,63,190,210,16.1,19.9,2013,5,12
1228,5/13/13,4.7,0,0,0,77,92,58,160,310,14.1,21,2013,5,13
1229,5/14/13,5.59,0,0,0,78,95,62,350,310,8.9,16.1,2013,5,14
1230,5/15/13,5.37,0,0,0,74,84,54,170,190,16.1,21.9,2013,5,15
1231,5/16/13,7.16,0.23,0,0,71,76,57,170,180,17,23,2013,5,16
1232,5/17/13,4.25,0,0,0,62,75,49,320,320,21.9,23.9,2013,5,17
1233,5/18/13,3.58,0,0,0,65,83,48,300,310,16.1,23.9,2013,5,18
1234,5/19/13,13.2,0,0,0,70,85,60,350,350,19.9,29.1,2013,5,19
1235,5/20/13,7.16,0,0,0,74,91,57,30,20,19.9,23.9,2013,5,20
1236,5/21/13,10.29,0,0,0,72,74,50,290,250,23.9,32,2013,5,21
1237,5/22/13,8.72,0,0,0,57,73,46,350,360,17,30,2013,5,22
1238,5/23/13,7.16,0,0,0,63,76,53,170,170,17,21,2013,5,23
1239,5/24/13,3.13,0,0,0,63,79,45,140,130,15,18.1,2013,5,24
1240,5/25/13,4.92,0,0,0,66,81,47,160,160,18.1,21.9,2013,5,25
1241,5/26/13,7.16,0,0,0,69,79,58,170,140,18.1,23.9,2013,5,26
1242,5/27/13,8.05,0.44,0,0,65,66,56,190,190,18.1,23,2013,5,27
1243,5/28/13,6.93,0.01,0,0,62,78,56,170,190,15,17,2013,5,28
1244,5/29/13,7.38,0,0,0,71,83,61,150,140,15,21,2013,5,29
1245,5/30/13,4.92,0,0,0,70,86,52,340,360,13,21,2013,5,30
1246,5/31/13,9.62,0,0,0,75,94,63,350,360,18.1,25.1,2013,5,31
1247,6/1/13,10.51,0,0,0,84,100,72,10,10,19.9,28,2013,6,1
1248,6/2/13,8.95,0,0,0,85,98,71,360,360,18.1,23.9,2013,6,2
1249,6/3/13,8.95,0,0,0,86,101,70,360,350,18.1,25.9,2013,6,3
1250,6/4/13,4.7,0,0,0,83,105,60,170,170,18.1,21.9,2013,6,4
1251,6/5/13,4.47,0,0,0,80,97,62,160,160,14.1,17,2013,6,5
1252,6/6/13,3.13,0,0,0,82,103,65,180,170,12.1,14.1,2013,6,6
1253,6/7/13,5.82,0,0,0,88,109,67,330,330,16.1,23,2013,6,7
1254,6/8/13,12.3,0,0,0,95,111,84,20,20,25.1,30,2013,6,8
1255,6/9/13,9.62,0,0,0,92,100,73,190,160,23.9,29.1,2013,6,9
1256,6/10/13,8.95,0,0,0,74,74,64,180,170,21.9,29.1,2013,6,10
1257,6/11/13,5.59,0,0,0,71,85,64,150,170,17,25.1,2013,6,11
1258,6/12/13,7.38,0,0,0,76,89,64,300,320,15,23,2013,6,12
1259,6/13/13,9.17,0,0,0,74,87,62,30,30,18.1,23,2013,6,13
1260,6/14/13,8.95,0,0,0,76,93,62,360,10,23,29.1,2013,6,14
1261,6/15/13,4.7,0,0,0,75,94,55,190,190,16.1,19.9,2013,6,15
1262,6/16/13,4.7,0,0,0,77,93,56,180,190,17,23.9,2013,6,16
1263,6/17/13,7.61,0,0,0,77,91,57,180,190,23.9,29.1,2013,6,17
1264,6/18/13,7.38,0,0,0,73,82,59,190,190,23,31.1,2013,6,18
1265,6/19/13,4.47,0,0,0,67,79,52,180,190,12.1,17,2013,6,19
1266,6/20/13,5.14,0,0,0,71,86,56,170,350,13,18.1,2013,6,20
1267,6/21/13,8.05,0,0,0,76,91,65,10,360,16.1,25.1,2013,6,21
1268,6/22/13,6.93,0,0,0,80,95,66,10,360,17,21.9,2013,6,22
1269,6/23/13,7.38,0.64,0,0,77,81,65,150,150,19.9,23.9,2013,6,23
1270,6/24/13,13.87,0.14,0,0,67,69,60,160,180,23,31.1,2013,6,24
1271,6/25/13,11.63,0.8,0,0,63,71,60,180,180,25.9,32,2013,6,25
1272,6/26/13,5.59,0,0,0,71,86,65,190,190,15,21,2013,6,26
1273,6/27/13,2.91,0,0,0,78,96,63,230,240,8.1,13,2013,6,27
1274,6/28/13,5.82,0,0,0,86,108,68,310,310,13,21.9,2013,6,28
1275,6/29/13,3.36,0,0,0,89,108,68,260,360,8.9,14.1,2013,6,29
1276,6/30/13,3.58,0,0,0,91,110,69,160,20,14.1,18.1,2013,6,30
1277,7/1/13,3.8,0,0,0,90,110,71,360,240,8.9,12.1,2013,7,1
1278,7/2/13,6.49,0,0,0,94,116,75,180,180,21.9,29.1,2013,7,2
1279,7/3/13,6.49,0,0,0,96,113,78,290,310,18.1,29.1,2013,7,3
1280,7/4/13,8.05,0,0,0,95,109,84,10,30,18.1,25.9,2013,7,4
1281,7/5/13,7.61,0,0,0,91,100,74,180,190,17,21.9,2013,7,5
1282,7/6/13,4.25,0,0,0,82,97,66,160,140,14.1,18.1,2013,7,6
1283,7/7/13,4.7,0,0,0,83,100,66,180,210,17,23.9,2013,7,7
1284,7/8/13,5.37,0,0,0,83,101,65,150,170,17,21,2013,7,8
1285,7/9/13,4.92,0,0,0,82,100,61,170,160,17,25.1,2013,7,9
1286,7/10/13,6.71,0,0,0,85,102,65,160,180,21,23.9,2013,7,10
1287,7/11/13,4.25,0,0,0,82,96,61,170,140,14.1,19.9,2013,7,11
1288,7/12/13,4.92,0,0,0,79,94,60,160,160,19.9,23.9,2013,7,12
1289,7/13/13,4.03,0,0,0,81,98,65,200,180,15,19.9,2013,7,13
1290,7/14/13,4.92,0,0,0,83,102,63,190,190,16.1,21.9,2013,7,14
1291,7/15/13,5.59,0,0,0,82,99,62,150,150,18.1,23,2013,7,15
1292,7/16/13,5.82,0,0,0,78,91,64,200,190,16.1,23,2013,7,16
1293,7/17/13,2.46,0,0,0,76,98,56,150,220,10.1,15,2013,7,17
1294,7/18/13,4.47,0,0,0,82,103,60,160,160,15,17,2013,7,18
1295,7/19/13,4.92,0,0,0,85,107,64,150,160,15,18.1,2013,7,19
1296,7/20/13,3.8,0,0,0,89,111,69,160,160,15,17,2013,7,20
1297,7/21/13,4.25,0,0,0,90,107,71,170,160,17,21.9,2013,7,21
1298,7/22/13,6.26,0,0,0,87,101,71,160,160,15,19.9,2013,7,22
1299,7/23/13,5.59,0,0,0,84,99,69,150,160,18.1,21.9,2013,7,23
1300,7/24/13,4.7,0,0,0,85,101,72,150,160,10.1,13,2013,7,24
1301,7/25/13,5.59,0,0,0,88,107,72,160,150,18.1,23,2013,7,25
1302,7/26/13,5.82,0,0,0,89,104,76,160,160,15,21.9,2013,7,26
1303,7/27/13,5.82,0,0,0,89,105,72,180,150,18.1,23,2013,7,27
1304,7/28/13,5.82,0,0,0,86,100,69,160,150,17,21.9,2013,7,28
1305,7/29/13,6.49,0,0,0,82,92,67,180,170,18.1,23.9,2013,7,29
1306,7/30/13,3.13,0,0,0,77,95,62,180,180,13,17,2013,7,30
1307,7/31/13,4.92,0,0,0,79,94,65,180,190,16.1,25.9,2013,7,31
1308,8/1/13,6.04,0,0,0,78,91,62,170,170,17,23,2013,8,1
1309,8/2/13,5.82,0,0,0,78,96,62,350,350,14.1,19.9,2013,8,2
1310,8/3/13,4.47,0,0,0,80,95,59,160,170,13,14.1,2013,8,3
1311,8/4/13,3.8,0,0,0,79,97,60,160,160,17,21,2013,8,4
1312,8/5/13,3.8,0,0,0,79,97,59,150,170,15,21.9,2013,8,5
1313,8/6/13,4.03,0,0,0,79,96,58,210,170,14.1,18.1,2013,8,6
1314,8/7/13,6.04,0,0,0,75,87,62,180,190,16.1,21.9,2013,8,7
1315,8/8/13,3.8,0,0,0,73,89,58,190,190,15,18.1,2013,8,8
1316,8/9/13,4.92,0,0,0,74,88,61,190,220,16.1,21,2013,8,9
1317,8/10/13,3.13,0,0,0,74,90,57,150,150,15,19.9,2013,8,10
1318,8/11/13,4.03,0,0,0,77,94,61,140,170,14.1,18.1,2013,8,11
1319,8/12/13,3.8,0,0,0,79,95,62,160,160,14.1,18.1,2013,8,12
1320,8/13/13,3.8,0,0,0,81,99,61,150,160,14.1,17,2013,8,13
1321,8/14/13,4.47,0,0,0,82,100,64,150,200,17,25.9,2013,8,14
1322,8/15/13,4.7,0,0,0,81,98,62,160,170,18.1,23.9,2013,8,15
1323,8/16/13,3.36,0,0,0,82,98,66,160,160,14.1,17,2013,8,16
1324,8/17/13,2.24,0,0,0,84,101,67,330,330,14.1,14.1,2013,8,17
1325,8/18/13,6.71,0,0,0,89,110,69,350,340,16.1,21.9,2013,8,18
1326,8/19/13,5.82,0,0,0,89,102,70,160,160,23,25.9,2013,8,19
1327,8/20/13,3.58,0,0,0,85,98,76,10,180,17,21,2013,8,20
1328,8/21/13,4.03,0,0,0,84,97,70,150,140,18.1,23.9,2013,8,21
1329,8/22/13,4.25,0,0,0,80,95,67,150,170,13,16.1,2013,8,22
1330,8/23/13,4.25,0,0,0,78,95,60,160,150,16.1,21.9,2013,8,23
1331,8/24/13,4.7,0,0,0,77,90,61,170,170,17,25.1,2013,8,24
1332,8/25/13,7.83,0,0,0,76,88,67,160,170,21,25.1,2013,8,25
1333,8/26/13,2.01,0,0,0,76,88,63,190,160,13,18.1,2013,8,26
1334,8/27/13,5.82,0,0,0,75,95,57,150,180,19.9,25.1,2013,8,27
1335,8/28/13,4.03,0,0,0,77,93,58,150,180,16.1,23,2013,8,28
1336,8/29/13,4.7,0,0,0,77,93,60,170,170,14.1,21,2013,8,29
1337,8/30/13,3.36,0,0,0,81,98,63,170,150,13,17,2013,8,30
1338,8/31/13,4.92,0,0,0,82,98,64,160,160,18.1,21.9,2013,8,31
1339,9/1/13,4.25,0,0,0,79,91,61,160,340,17,25.9,2013,9,1
1340,9/2/13,6.93,0,0,0,76,88,59,180,170,21,25.9,2013,9,2
1341,9/3/13,4.03,0,0,0,74,89,57,180,170,17,28,2013,9,3
1342,9/4/13,4.03,0,0,0,73,89,56,170,170,16.1,21,2013,9,4
1343,9/5/13,5.14,0,0,0,73,86,58,150,150,16.1,21,2013,9,5
1344,9/6/13,8.05,0,0,0,77,94,65,10,360,19.9,29.1,2013,9,6
1345,9/7/13,3.58,0,0,0,82,98,61,150,140,13,16.1,2013,9,7
1346,9/8/13,3.8,0,0,0,81,104,59,220,210,10.1,15,2013,9,8
1347,9/9/13,10.07,0,0,0,88,106,68,10,20,25.9,31.1,2013,9,9
1348,9/10/13,5.37,0,0,0,87,106,63,180,180,16.1,16.1,2013,9,10
1349,9/11/13,4.03,0,0,0,81,93,64,170,160,15,17,2013,9,11
1350,9/12/13,2.46,0,0,0,74,92,60,160,160,12.1,14.1,2013,9,12
1351,9/13/13,3.8,0,0,0,78,96,64,140,160,16.1,18.1,2013,9,13
1352,9/14/13,2.46,0,0,0,79,94,65,150,170,10.1,15,2013,9,14
1353,9/15/13,5.59,0,0,0,76,87,63,170,200,18.1,25.9,2013,9,15
1354,9/16/13,3.36,0,0,0,73,89,56,160,170,12.1,18.1,2013,9,16
1355,9/17/13,6.93,0,0,0,74,84,65,30,30,23,28,2013,9,17
1356,9/18/13,10.51,0,0,0,72,88,63,10,10,23.9,32,2013,9,18
1357,9/19/13,3.58,0,0,0,75,92,52,180,180,13,21.9,2013,9,19
1358,9/20/13,8.72,0.1,0,0,70,84,52,170,160,25.1,33.1,2013,9,20
1359,9/21/13,8.05,1.22,0,0,65,67,51,170,180,21,31.1,2013,9,21
1360,9/22/13,2.01,0,0,0,56,72,49,140,170,8.1,10.1,2013,9,22
1361,9/23/13,2.68,0,0,0,68,82,61,150,150,12.1,19.9,2013,9,23
1362,9/24/13,5.82,0,0,0,70,77,60,300,330,16.1,23,2013,9,24
1363,9/25/13,5.14,0.04,0,0,61,71,47,290,290,21,29.1,2013,9,25
1364,9/26/13,8.72,0,0,0,59,74,47,30,30,21.9,29.1,2013,9,26
1365,9/27/13,6.26,0,0,0,64,80,52,360,350,17,23.9,2013,9,27
1366,9/28/13,5.14,0,0,0,63,78,50,190,210,15,21,2013,9,28
1367,9/29/13,16.78,0,0,0,69,72,64,170,180,32,40,2013,9,29
1368,9/30/13,12.3,0.03,0,0,68,76,62,170,170,25.9,38.9,2013,9,30
1369,10/1/13,6.49,0,0,0,67,78,58,350,360,14.1,21,2013,10,1
1370,10/2/13,6.93,0,0,0,67,78,55,300,290,16.1,21.9,2013,10,2
1371,10/3/13,10.29,0,0,0,62,73,51,20,10,23,46.1,2013,10,3
1372,10/4/13,14.99,0,0,0,66,80,58,20,10,30,36.9,2013,10,4
1373,10/5/13,3.8,0,0,0,70,84,45,10,20,14.1,29.1,2013,10,5
1374,10/6/13,2.68,0,0,0,62,83,43,310,330,14.1,23.9,2013,10,6
1375,10/7/13,3.8,0,0,0,62,82,44,350,350,16.1,23,2013,10,7
1376,10/8/13,12.97,0,0,0,66,77,58,20,10,23,32,2013,10,8
1377,10/9/13,15.88,0,0,0,64,72,57,30,20,35.1,42.9,2013,10,9
1378,10/10/13,5.82,0,0,0,63,72,50,160,140,13,17,2013,10,10
1379,10/11/13,1.57,0,0,0,59,73,44,160,190,8.1,10.1,2013,10,11
1380,10/12/13,5.14,0.01,0,0,58,75,44,50,290,16.1,25.9,2013,10,12
1381,10/13/13,11.63,0,0,0,62,74,54,10,20,30,36,2013,10,13
1382,10/14/13,11.41,0,0,0,65,79,58,20,20,23,30,2013,10,14
1383,10/15/13,10.29,0,0,0,69,80,50,10,360,25.9,32,2013,10,15
1384,10/16/13,1.12,0,0,0,60,77,39,170,170,10.1,12.1,2013,10,16
1385,10/17/13,3.8,0,0,0,60,85,41,340,350,10.1,15,2013,10,17
1386,10/18/13,3.36,0,0,0,65,86,42,360,20,14.1,21,2013,10,18
1387,10/19/13,1.12,0,0,0,63,85,43,190,270,6.9,10.1,2013,10,19
1388,10/20/13,2.68,0,0,0,64,91,43,30,30,12.1,16.1,2013,10,20
1389,10/21/13,1.12,0,0,0,66,91,44,360,10,10.1,16.1,2013,10,21
1390,10/22/13,0.89,0,0,0,64,86,45,330,330,6,8.1,2013,10,22
1391,10/23/13,1.34,0,0,0,62,87,42,30,350,6.9,8.9,2013,10,23
1392,10/24/13,2.01,0,0,0,61,81,41,150,150,8.1,10.1,2013,10,24
1393,10/25/13,0.89,0,0,0,59,81,41,10,220,6.9,18.1,2013,10,25
1394,10/26/13,1.12,0,0,0,57,80,39,10,190,6,8.1,2013,10,26
1395,10/27/13,5.82,0,0,0,57,75,39,40,310,23,30,2013,10,27
1396,10/28/13,4.92,0,0,0,56,59,45,170,160,14.1,15,2013,10,28
1397,10/29/13,2.68,0,0,0,54,60,48,190,190,8.9,14.1,2013,10,29
1398,10/30/13,0.67,0,0,0,53,70,38,350,40,8.1,10.1,2013,10,30
1399,10/31/13,2.24,0,0,0,54,77,39,160,160,8.9,12.1,2013,10,31
1400,11/1/13,1.12,0,0,0,56,75,39,140,180,6.9,8.9,2013,11,1
1401,11/2/13,4.7,0,0,0,54,74,40,360,350,18.1,25.1,2013,11,2
1402,11/3/13,10.29,0,0,0,56,60,46,350,340,16.1,21.9,2013,11,3
1403,11/4/13,10.51,0,0,0,56,67,42,10,330,28,36,2013,11,4
1404,11/5/13,4.25,0,0,0,57,74,47,10,150,12.1,19.9,2013,11,5
1405,11/6/13,2.01,0,0,0,56,72,44,110,270,12.1,12.1,2013,11,6
1406,11/7/13,2.91,0,0,0,60,73,47,180,180,14.1,14.1,2013,11,7
1407,11/8/13,1.57,0,0,0,56,73,41,20,10,8.9,12.1,2013,11,8
1408,11/9/13,1.12,0,0,0,55,77,39,200,350,6,8.1,2013,11,9
1409,11/10/13,1.12,0,0,0,55,74,39,160,210,8.9,21.9,2013,11,10
1410,11/11/13,0.89,0,0,0,52,71,36,330,270,6,8.1,2013,11,11
1411,11/12/13,2.01,0,0,0,59,78,47,200,290,8.1,10.1,2013,11,12
1412,11/13/13,6.04,0,0,0,59,82,42,10,10,19.9,23,2013,11,13
1413,11/14/13,3.8,0,0,0,60,71,41,350,340,16.1,21,2013,11,14
1414,11/15/13,9.62,0,0,0,59,66,45,10,10,29.1,36.9,2013,11,15
1415,11/16/13,4.03,0,0,0,53,64,39,170,140,18.1,21,2013,11,16
1416,11/17/13,0.89,0,0,0,48,63,33,210,210,6,8.1,2013,11,17
1417,11/18/13,0.45,0.14,0,0,45,56,34,280,310,6,6.9,2013,11,18
1418,11/19/13,2.01,1.3,0,0,50,51,48,220,220,8.1,8.1,2013,11,19
1419,11/20/13,5.37,0.28,0,0,52,56,51,10,10,25.9,35.1,2013,11,20
1420,11/21/13,23.94,0,0,0,52,59,46,20,20,38,51,2013,11,21
1421,11/22/13,22.37,0,0,0,57,70,52,10,360,36.9,42.9,2013,11,22
1422,11/23/13,14.32,0,0,0,62,71,38,10,10,25.9,36,2013,11,23
1423,11/24/13,1.34,0,0,0,47,63,29,160,160,8.1,10.1,2013,11,24
1424,11/25/13,0,0,0,0,42,61,28,230,220,6,6.9,2013,11,25
1425,11/26/13,0.22,0,0,0,44,61,32,160,160,4.9,8.9,2013,11,26
1426,11/27/13,0.22,0,0,0,47,66,35,170,170,8.1,8.9,2013,11,27
1427,11/28/13,2.24,0,0,0,50,73,35,10,30,14.1,18.1,2013,11,28
1428,11/29/13,0.45,0,0,0,49,72,33,50,50,4.9,4.9,2013,11,29
1429,11/30/13,2.01,0,0,0,52,74,38,10,340,8.9,13,2013,11,30
1430,12/1/13,0.89,0,0,0,53,67,41,190,40,6,8.1,2013,12,1
1431,12/2/13,2.24,0,0,0,46,59,34,180,30,13,21,2013,12,2
1432,12/3/13,9.62,0,0,0,50,53,38,360,10,23.9,31.1,2013,12,3
1433,12/4/13,15.21,0,0,0,41,49,33,10,10,30,38.9,2013,12,4
1434,12/5/13,5.37,0,0,0,40,49,26,360,10,14.1,19.9,2013,12,5
1435,12/6/13,2.24,0.38,5,0,31,41,20,10,10,8.1,8.1,2013,12,6
1436,12/7/13,2.68,0,0,0,32,39,28,360,360,13,13,2013,12,7
1437,12/8/13,10.07,0,0,0,32,42,27,10,10,21,23.9,2013,12,8
1438,12/9/13,8.05,0,0,0,39,54,26,350,350,19.9,25.9,2013,12,9
1439,12/10/13,2.46,0,0,0,34,59,21,340,340,12.1,17,2013,12,10
1440,12/11/13,1.12,0,0,0,44,63,27,150,360,8.1,10.1,2013,12,11
1441,12/12/13,0.45,0,0,0,40,60,25,20,180,6.9,8.1,2013,12,12
1442,12/13/13,4.03,0,0,0,42,66,27,20,350,15,19.9,2013,12,13
1443,12/14/13,1.57,0,0,0,47,62,29,360,30,10.1,21,2013,12,14
1444,12/15/13,0.45,0,0,0,41,64,27,10,10,6,6.9,2013,12,15
1445,12/16/13,3.36,0,0,0,41,78,26,20,20,14.1,19.9,2013,12,16
1446,12/17/13,0,0,0,0,45,65,30,10,30,4.9,4.9,2013,12,17
1447,12/18/13,2.01,0,0,0,44,66,29,360,340,16.1,21.9,2013,12,18
1448,12/19/13,16.55,0,0,0,52,56,44,30,30,35.1,44.1,2013,12,19
1449,12/20/13,6.49,0,0,0,49,65,39,10,360,16.1,21,2013,12,20
1450,12/21/13,1.12,0,0,0,46,63,30,340,320,6.9,12.1,2013,12,21
1451,12/22/13,5.82,0,0,0,53,73,42,10,10,13,16.1,2013,12,22
1452,12/23/13,0.89,0,0,0,50,63,33,10,320,6.9,8.1,2013,12,23
1453,12/24/13,7.16,0,0,0,49,71,35,350,360,17,23,2013,12,24
1454,12/25/13,1.12,0,0,0,54,71,31,350,360,12.1,16.1,2013,12,25
1455,12/26/13,0.22,0,0,0,45,69,28,10,20,2.9,4.9,2013,12,26
1456,12/27/13,0.45,0,0,0,41,55,28,320,320,10.1,10.1,2013,12,27
1457,12/28/13,12.97,0,0,0,45,69,27,10,10,33.1,42.9,2013,12,28
1458,12/29/13,8.05,0,0,0,61,71,37,20,20,18.1,23,2013,12,29
1459,12/30/13,0.89,0,0,0,45,62,29,130,140,6,6,2013,12,30
1460,12/31/13,0.67,0,0,0,46,67,33,360,330,6,6.9,2013,12,31
1461,1/1/14,1.79,0,0,0,46,73,32,160,160,12.1,13,2014,1,1
1462,1/2/14,0.89,0,0,0,47,70,29,140,150,6.9,8.1,2014,1,2
1463,1/3/14,0,0,0,0,49,67,33,290,220,6.9,21,2014,1,3
1464,1/4/14,13.87,0,0,0,49,68,30,20,10,30,38,2014,1,4
1465,1/5/14,8.28,0,0,0,60,71,39,20,350,21.9,29.1,2014,1,5
1466,1/6/14,0.89,0,0,0,46,61,31,260,260,6.9,8.1,2014,1,6
1467,1/7/14,0.67,0,0,0,43,60,30,20,360,6.9,8.1,2014,1,7
1468,1/8/14,1.34,0.01,0,0,42,58,29,160,160,8.9,10.1,2014,1,8
